#index	name
243	Декард Каин
244	Декард Каин
245	Декард Каин
246	Обитатель болот
247	Болотное существо
248	Илистый принц
249	          Призыватель          
250	Тираэль
251	Ашеара
252	Хратли
253	Алкор
254	Ормус
255	          Изуал          
256	Халбу
257	Водный Часовой
258	Речной Охотник
259	Стигийский Часовой
260	Водный Часовой
261	Речной Охотник
262	Стигийский Часовой
263	Мешиф
264	Декард Каин
265	Флави
266	          Кровавый Ворон          
267	ПРЕВЕД МЕДВЕД
268	ПРЕВЕД МЕДВЕД
269	Бродяга - разведчик
270	ПРЕВЕД МЕДВЕД
271	ПРЕВЕД МЕДВЕД
272	Горгулья-ловушка
273	Возвращенный Маг
274	Костяной Маг
275	Маг Горящий Мертвец
276	Маг Ужаса
277	Шаман Охотник Джунглей
278	Шаман Древесный Охотник
279	Шаман Дьявол Джунглей
280	Шаман Кровавый Охотник
281	Шаман Убийца
282	Larva
283	Королева песчаных магготов
284	Королева скалистых червей
285	Королева пожирателей
286	Королева гигантских миног
287	Королева убийц мира
288	Глиняный голем
289	Кровяной голем
290	Железный голем
291	Огненный голем
292	ПРЕВЕД МЕДВЕД
293	ПРЕВЕД МЕДВЕД
294	Ночной Мародер
295	ПРЕВЕД МЕДВЕД
296	Наталья
297	Породитель плоти
298	Стигийская ведьма
299	Гротеск
300	Зверь плоти
301	Стигийский пес
302	Гротесковый вирм
303	Насылатель рока
304	Ограничитель
305	Насылатель бури
306	Толстяк
307	Некрофил
308	Демон обжора
309	Рыцарь Рока
310	Рыцарь пропасти
311	Рыцарь забвения
312	Шипованный медведь
313	Шипастый гигант
314	Шипастое животное
315	Зверь - бритва
316	Колючий гигант
317	ПРЕВЕД МЕДВЕД
318	Попугай (на Мясо)
319	ПРЕВЕД МЕДВЕД
320	ПРЕВЕД МЕДВЕД
321	ПРЕВЕД МЕДВЕД
322	ПРЕВЕД МЕДВЕД
323	ПРЕВЕД МЕДВЕД
324	ПРЕВЕД МЕДВЕД
325	Ловушка
326	Ловушка
327	Ловушка
328	Ловушка
329	Ловушка
330	Каэлан
331	ПРЕВЕД МЕДВЕД
332	          Диабло          
333	Гнездо сосуна
334	Гнездо кормильца
335	Гнездо кровавого крюка
336	Гнездо кровавого крыла
337	Guard
338	ПРЕВЕД МЕДВЕД
339	Тюрьма Кабраксиса
340	Тюрьма Кабраксиса
341	Тюрьма Кабраксиса
342	Тюрьма Кабраксиса
343	ПРЕВЕД МЕДВЕД
344	Член совета
345	Член совета
346	Член совета
347	Башня
348	Башня
349	Башня
350	Гидра
351	Гидра
352	Гидра
353	Ловушка
354	ПРЕВЕД МЕДВЕД
355	Приманка
356	Валькирия
357	ПРЕВЕД МЕДВЕД
358	Железный Волк
359	Балрог
360	Лорд шахт
361	Ядовитый повелитель
362	Некроскелет
363	Некромаг
364	          Гризвольд          
365	Неразрушимая Сфера
366	Тираэль
367	Темный странник
368	Ловушка
369	ПРЕВЕД МЕДВЕД
370	Ледяной Шпиль
371	Огненная башня
372	Метатель
373	Копейный кот
374	Ночной метатель
375	Адский метатель
376	ПРЕВЕД МЕДВЕД
377	ПРЕВЕД МЕДВЕД
378	Костяной Маг
379	Костяной Маг
380	Костяной Маг
381	Костяной Маг
382	Маг Горящий Мертвец
383	Маг Горящий Мертвец
384	Маг Горящий Мертвец
385	Маг Горящий Мертвец
386	Маг Ужаса
387	Маг Ужаса
388	Маг Ужаса
389	Маг Ужаса
390	Коровий Ад
391	Цветное Стекло
392	Цветное Стекло
393	Копейный кот
394	Ночной метатель
395	Охотник Джунглей
396	Древесный Охотник
397	Дьявол Джунглей
398	Кровавый Охотник
399	Убийца
400	ПРЕВЕД МЕДВЕД
401	          Кузнец          
402	Плененная душа
403	Плененная душа
404	Джамелла
405	          Изуал          
406	Человекокрыса
407	Хадриэль
408	          Оружейник Гефасто          
410	Поступь Разрушения
411	Часовой-заряженная стрела
412	Часовой-молния
413	Часовой-лезвие
414	Животное
415	Адский часовой
416	Часовой смерти
417	Воин тени
418	Мастер тени
419	Ворон
420	Дух волка
421	Адский волк
422	Дух шипов
423	Сердце росомахи
424	Дух Нефалема
425	Лоза чумы
426	Цикл жизни
427	Лоза-существо
428	Гризли
429	Орел
430	Волк
431	Bear
432	Забаррикадированная дверь
433	Забаррикадированная дверь
434	Дверь Тюрьмы
435	Забаррикадированная башня
436	Гнилой ходок
437	Реанимированная орда
438	Крадущийся труп
439	Нечестивый труп
440	Оскверненный воин
441	Зверь осады
442	Дробящий зверь
443	Несущий кровь
444	Кровавый носильщик
445	Демонический конь
446	Снежный бродяга
447	Омерзительный
448	Холодная пена
449	Мерзлая бездна
450	Падший волчий наездник
451	Волчий наездник резчик
452	Чертовский волчий наездник
453	Ржавая Ярость
454	Ржавая Ярость
455	Ржавая Ярость
456	Ржавая Ярость
457	Ржавая Ярость
458	Ржавая Ярость
459	Ржавая Ярость
460	Ржавая Ярость
461	Порабощенный фанатик
462	Убийца берсерков
463	Вепрь, пожравший лед
464	Вепрь, пожравший огонь
465	Взбешенное порождение ада
466	Взбешенное порождение льда
467	Безумное порождение ада
468	Безумное порождение льда
469	Суккуб
470	Злобная искусительница
471	Стигийская шлюха
472	Адская искусительница
473	Кровавая искусительница
474	Сирена
475	Злобная ведьма
476	Стигийская ярость
477	Кровавая ведьма
478	Адская ведьма
479	Надсмотрщик
480	Хлестатель
481	Сюзерен
482	Кровавый босс
483	Адский хлыст
484	Демонический портал
485	Демонический портал
486	Демонический портал
487	Демонический портал
488	Демонический портал
489	Демонический портал
490	Демонический портал
491	Демонический портал
492	Демонический черт
493	Демонический плут
494	Демонический гремлин
495	Демонический ловкач
496	Демонический эльф
497	Катапульта
498	Катапульта
499	Катапульта
500	Катапульта
501	Холодный ползун
502	Холодный террор
503	Холодный бич
504	Холодный ужас
505	Холодный ожог
506	Владыка луны
507	Владыка ночи
508	Кровавый лорд
509	Владыка ада
510	Владыка смерти
511	Ларзук
512	Аня
513	Малах
514	Нихлатак
515	Куал-Кехк
516	Катапульта
517	Катапульта
518	Катапульта
519	Катапульта
520	Декард Каин
521	Тираэль
522	Воин
523	Воин
524	Препятствие
525	Препятствие
526	          Нихлатак          
527	Аня
528	Лачуга дьявольского демона
529	Мучитель смерти
530	Драчун смерти
531	Рубака смерти
532	Берсерк смерти
533	Бригадир смерти
534	Пленник варвара
535	Страж
536	Страж
537	Талик Защитник
538	Мадавк Страж
539	Корлик Покровитель
540	          Талик          
541	          Мадавк          
542	          Корлик          
543	Баал
544	Баал
545	Баал
546	Оскверняющий останки
547	Ужасный осквернитель
548	Вонючий осквернитель
549	Тошнотворный осквернитель
550	Рядовой осквернитель
551	Червь боли
552	Червь пыток
553	Червь агонии
554	Червь угрозы
555	Червь страданий
556	Bunny
557	Член совета
558	Ядовитый повелитель
559	Баал
560	Act 5 Hireling 1hs
561	Act 5 Hireling 2hs
562	Гноящиеся Придатки
563	Гноящиеся Придатки
564	Гноящиеся Придатки
565	Гноящиеся Придатки
566	Гноящиеся Придатки
567	Injured Barbarian 1
568	Injured Barbarian 2
569	Injured Barbarian 3
570	Баал
571	Миньон Разрушения
572	Миньон Разрушения
573	Миньон Разрушения
574	Worldstone Effect
575	Пылающий Мертвец-Лучник
576	Костяной Лучник
577	Пылающий Мертвец-Лучник
578	Возвращенный Лучник
579	Лучник Ужаса
580	Огорченный
581	Порченый
582	Урод
583	Обезображенный
584	Проклятый
585	Лунный Клан
586	Ночной Клан
587	Адский Клан
588	Кровавый Клан
589	Клан Смерти
590	Нечистый аорон
591	Кровавый орел
592	Черный хищник
593	Облачный охотник
594	Когтистая гадюка
595	Шахтная гадюка
596	Саламандра
597	Могильная гадюка
598	Змеемаг
599	Мародер
600	Язычник
601	Песчаный рейдер
602	Вторженец
603	Противник
604	Мучитель смерти
605	Шипованная Крыса
606	Шипастый Дьявол
607	Острый Хребет
608	Падальщик
609	Колючая громадина
610	Метатель
611	Метатель
612	Метатель
613	Подлый Лучник
614	Темный Лучник
615	Подлый Улан
616	Темный улан
617	Черный улан
618	Скучающий
619	Мучитель
620	Возвращенный Маг
621	Маг Горящий Мертвец
622	Возвращенный Маг
623	Маг Ужаса
624	Костяной Маг
625	Маг Ужаса
626	Маг Ужаса
627	Охотница
628	Саблезубый кот
629	Пещерный прятальщик
630	Осквернитель могил
631	Призрак
632	Видение
633	Призрак
634	Суккуб
635	Адская искусительница
636	Сирена
637	Адская ведьма
638	Злобная ведьма
639	Сумеречник
640	Черная душа
641	Горящая душа
642	Скульптор
643	Дьяволоподобный
644	Темный
645	Шаман скульптор
646	Дьявольский шаман
647	Темный шаман
648	Костяной Воин
649	Вернувшийся
650	Мышь мрака
651	Демон
652	Владыка луны
653	Владыка ада
654	Скарабей
655	Стальной скарабей
656	Живодер
657	Стигийская кукла
658	Убийца душ
659	Живодер
660	Стигийская кукла
661	Убийца душ
662	Живодер - шаман
663	Стигийская кукла - шаман
664	Шаман - убийца душ
665	Стражник Храма
666	Стражник Храма
667	Охранник
668	Разгадыватель
669	Античный хорадрим
670	Античный хорадрим
671	Фанатик
672	Фанатик
673	Хейрофант
674	Хейрофант
675	Гротеск
676	Породитель плоти
677	Гротесковый вирм
678	Зверь плоти
679	Убийца мира
680	Молодой убийца мира
681	Яйцо убийцы мира
682	Убийца
683	Порождение ада
684	Великое порождение ада
685	Паук
686	Балрог
687	Лорд шахт
688	Демонический черт
689	Демонический ловкач
690	Стигийская кукла - нежить
691	Убийца душ - нежить
692	Ограничитель
693	Насылатель бури
694	Демон обжора
695	Повелитель крови
696	Повелитель вампиров
697	Повелитель тьмы
698	Нечестивый труп
699	Рыцарь Рока
700	Рыцарь Рока
701	Рыцарь забвения
702	Рыцарь забвения
703	Труп
704	          Мефисто          
705	          Диабло          
706	          Изуал          
707	Pandora
708	          Дуриэль          
709	Баал
710	Убийца
712	Кислотный Зверь
713	Плюющий Ядом
714	Зверь Ямы
715	Зверь Хаоса
716	Брюхо Лавы
717	Песчаный рейдер
718	Мародер
719	Вторженец
720	Противник
721	Вторженец
722	Черепная Обезьяна
723	Черный Бабуин
724	Темный Гиббон
725	Обезьяна-Горгулья
726	Стражник Храма
727	Скелет-Лучник
728	Возвращенный Лучник
729	Костяной Лучник
730	Пылающий Мертвец-Лучник
731	Лучник Ужаса
732	Балрог
733	Охранник
734	Адский Лорд
735	Лорд Вихря
736	Громовой Жук
737	Нечестивый Скарабей
738	Охранник Гробниц
739	Изумрудный Скарабей
740	Алмазный Жук
741	Рыскающая Жрица
742	Пустынная Жрица
743	Кошачья Жрица
744	Жрица Лакуни
745	Плюющий Смертью
746	Пожиратель
747	Могильщик
748	Лягушка-Бык
749	Кислотный Принц
750	Ледяной Принц
751	Зомби
752	Голодный Труп
753	Джинн
754	Призрачный Зомби
755	Сажатель-на-кол
756	Ассамит
757	Носферату
758	Вентру
759	Кровавый Маркиз
760	Скелет
761	Вернувшийся
762	Костяной Воин
763	Горящий Труп
764	Ужас
765	Падший
766	Вторженец
767	Осквернитель
768	Бич
769	Разрушитель
770	Падший Шаман
771	Шаман-Захватчик
772	Шаман-Осквернитель
773	Шаман Бедствия
774	Шаман-Разрушитель
775	Падший Воин
776	Падший Герой
777	Рыцарь Войны
778	Рыцарь Чумы
779	Рыцарь Голода
780	Охотник Джунглей
781	Древесный Охотник
782	Дьявол Джунглей
783	Кровавый Охотник
784	Убийца
785	Охотник Джунглей
786	Древесный Охотник
787	Дьявол Джунглей
788	Кровавый Охотник
789	Убийца
790	Воин-Горгулья
791	Защитник Горы
792	Защитник Вершины
793	Каменный Воин
794	Гранитный Король
795	Спрятанный
796	Фата Моргана
797	Сталкер
798	Банши
799	Злой Дух
800	Комар Смерти
801	Кровавое Жало
802	Высасывающий Душу
803	Острое Жало
804	Клан Камня
805	Клан Ночи
806	Клан Плоти
807	Клан Огня
808	Клан Смерти
809	Клан Камня
810	Клан Ночи
811	Клан Плоти
812	Клан Огня
813	Клан Смерти
814	Рыскающий
815	Пустынная Кошка
816	Кошачья Ведьма
817	Солдат Лакуни
818	Ледяной Лорд
819	Хрустальный Лорд
820	Сапфировый Лорд
821	Покровитель
822	Саскуотч
823	Бронзовый Титан
824	Золотой Титан
825	Серебряный Титан
826	Мерзость
827	Проклятая Душа
828	Испорченная Душа
829	Извращенная Душа
830	Осужденная Душа
831	Рыскающий
832	Пустынная Кошка
833	Кошачья Ведьма
834	Солдат Лакуни
835	Минотавр
836	Роковой Страж
837	Стальной Лорд
838	Кровавый Рыцарь
839	Обсидиановый Лорд
840	Красный Шторм
841	Штормовой Всадник
842	Лорд Шторма
843	Лорд Вихря
844	Солнечный Тигр
845	Лунная Пантера
846	Крыса Убийца
847	Шипастый Дьявол
848	Крыса Джунглей
849	Шипованный Ужас
850	Темная Плутовка
851	Темная Охотница
852	Ассассин
853	Кровавая Плутовка
854	Вампирша
855	Темная Плутовка
856	Темная Охотница
857	Охотница за Плотью
858	Кровавая Плутовка
859	Вампирша
860	Темная Плутовка
861	Темная Охотница
862	Охотница за Плотью
863	Кровавая Плутовка
864	Вампирша
865	Костяной Маг
866	Костяной Маг
867	Костяной Колдун
868	Маг Горящий Мертвец
869	Горящий Мертвый Маг
870	Пылающий Мертвец-Колдун
871	Маг Ужаса
872	Ужасный Маг
873	Ужасный Колдун
874	Тарантул
875	Песчаный Дьявол
876	Прядильщик Пламени
877	Паук Души
878	Заклинатель Хаоса
879	Душедер
880	Инкарнация
881	Суккуб
882	Сирена
883	Адское Отродье
884	Снежная Ведьма
885	Сжигатель Души
886	Доминатор
887	Священная Жаба
888	Монстр Маны
889	Темная Жаба
890	Демоническая Жаба
891	Кошмарная Жаба
892	Ржавый Монстр
893	Ржавая Клешня
894	Коррозийный Зверь
895	Ржавый Ползающий
896	Коррозийный Кошмар
897	Немертвый Стервятник
898	Охранник Оазиса
899	Разрезатель Костей
900	Смотритель Смерти
901	Темный Рыцарь
902	Рыцарь Ада
903	Рыцарь Хаоса
904	Воин Души
905	Воин Крови
906	Темный Советник
907	Темный Магистрат
908	Темный Каббалист
909	Темный Древний
910	Змея Гробницы
911	Огненный Змей
912	Золотой Змей
913	Лазурный Змей
914	Демон
915	Мерцание
916	Мрак
917	Хранитель
918	Танцующий Свет
919	Призрачное Пламя
920	Черное Пламя
921	Замученная Душа
922	Архонт
923	Кровавый Архонт
924	Темный Архонт
925	Сумеречный Архонт
926	Тамплиер
927	Кровавый Тамплиер
928	Темный Тамплиер
929	Сумеречный Тамплиер
930	\orange;Огненный Клан\blue;
931	\orange;Вампирша\blue;
932	\orange;Фата Моргана\blue;
933	\orange;Падший\blue;
934	\orange;Плюющий Ядом\blue;
935	\orange;Кислотный Принц\blue;
937	Убийца
938	Скелет-Лучник
939	Зомби
940	Скелет
941	Падший
942	Падший Шаман
943	Стальной Лорд
944	Кислотный Дьявол
946	\gold;          Тал Раша          \blue;
947	\orange;Красная Буря\blue;
948	\orange;Плюющий Ядом\blue;
949	\orange;Сумеречный Архонт\blue;
950	\yellow;Сын Азмодана\blue;
951	\orange;Лунная Пантера\blue;
952	\orange;Изголодавшийся Зверь
953	          Дуриэль          
954	          Кентрил Дюмон          
955	\orange;Голиаф\blue;
956	\orange;Солдат-Корова
957	\orange;Командир-Корова
958	\orange;Ниндзя-Корова
959	\orange;Шаман-Корова
960	\orange;Призыватель-Корова
961	\gold;Излучатель Смерти\blue;
962	\gold;          Азмодан, Повелитель Греха          
963	Сумеречный Архонт
964	\gold;          Акарат          \blue;
965	\orange;Последователь Акарата\blue;
966	\gold;          Тал Раша          \blue;
967	\orange;Хорадрический Маг\blue;
968	\gold;          Король Кот          
969	          Излучатель Смерти          
970	\orange;Механик Смерти\blue;
971	\gold;          Мясник          \blue;
972	Цыпленок (На Мясо)
973	\gold;          Король Кот          
974	\orange;Медвежий Шаман
975	Тотем Ярости Смерти
976	Тотем Притока Крови
978	Стихийный Тотем
979	Воющий Тотем
980	Тотем Когтя Мороза
981	Тотем Сердца Огня
982	Тотем Притока Маны
983	Тотем Глаза Бури
984	Чернотелка
985	Рампагор
986	Ламия
987	Оверлорд
988	Дух Стража
989	Дух Защитника
990	Дух Покровителя
992	Костяной Маг
993	Маг Горящий Мертвец
994	Маг Ужаса
995	          Инариус          
996	Priest Boss
997	\gold;          Инариус          \blue;
998	\orange;Монахиня Тщеславия\blue;
999	\orange;Монахиня Тщеславия\blue;
1000	\orange;Монахиня Тщеславия\blue;
1001	          Хрустальный Шар          
1003	\orange;Оверлорд
1004	\gold;          Существо Пламени          \blue;
1005	\gold;          Хранитель Хоразона          \blue;
1006	\orange;Костяной Лучник
1007	\orange;Горящий Мертвый Лучник
1008	\orange;Лучник Ужаса
1009	\orange;Костяной Воин
1010	\orange;Горящий Труп
1011	\orange;Ужас
1012	\orange;Костяной Маг
1013	\orange;Горящий Мертвый Маг
1014	\orange;Маг Ужаса
1015	\orange;Тотем Теневых Врат
1016	\orange;Убитая Душа\blue;
1017	\orange;Убитая Душа\blue;
1018	\orange;Убитая Душа\blue;
1019	\orange;Убитая Душа\blue;
1020	\orange;Убитая Душа\blue;
1025	\gold;          Некромант Эннеады          
1027	Громовой Медведь
1030	          Малик          
1031	\gold;          Посланник Малика          
1032	\gold;          Люцион, Сын Мефисто          
1034	\orange;Темный Тамплиер
1036	\orange;Небесный
1037	\orange;Источник Света\blue;
1038	\gold;          Аватар Закарума          
1040	Ледяной Элементаль
1041	Чемпион Солнца
1043	\orange;Мать Плоти
1044	\orange;Демон Плоти
1045	\orange;Отродье Смерти
1046	\orange;Ядовитый Демон\blue;
1048	\orange;Принц Смерти
1049	\orange;Кровавый Бенгальский Тигр
1050	\orange;Обсидиановый Рыцарь
1051	\orange;Жнец
1052	\orange;Темная Сестра\blue;
1053	\orange;Монстр Бедствия
1054	\orange;Лазурный Змей
1055	\orange;Разъедающая Смерть
1056	\orange;Замученная Душа\blue;
1057	\orange;Кровавый Брат\blue;
1059	\gold;          Лорд Примус          \blue;
1060	\orange;Кровавый Ползун\blue;
1068	Неживой Советник
1069	\gold;          Лорд Элдрик Житан          \blue;
1070	\orange;Охранник Раккис\blue;
1071	\orange;Житель\blue;
1076	\gold;          Джарис Хан, Король Уреха          \gold;
1080	Падший Воин
1081	Призрачное Пламя
1082	Золотой Телец
1083	\gold;          Сковос, Жрица Карчеус          \blue;
1084	\gold;          Филиос, Жрица Гефетрус          \blue;
1085	\gold;          Лисандер, Жрица Зере          \blue;
1086	\orange;Амазонка
1088	\orange;Вулканическая Ловушка
1089	ПРЕВЕД МЕДВЕД
1090	ПРЕВЕД МЕДВЕД
1091	ПРЕВЕД МЕДВЕД
1092	\orange;Некробот\blue;
1093	\orange;Гарпилиск
1094	\orange;Неоновый Демон
1095	\gold;          Альфа          
1096	\gold;          Бета          
1097	\gold;          Гамма          
1098	\gold;          Дельта          
1099	\gold;          Эпсилон          
1100	ПРЕВЕД МЕДВЕД
1101	Посвященный/Аколит
1102	Мастер тени
1103	Бич
1104	\orange;Небесный
1105	\gold;          Аватар Закарума          
1107	Сторожевое Древо
1108	Кровавый Рыцарь
1109	\gold;          Бартук          
1110	\orange;Кровавый Голем
1111	Огненный Элементаль
1113	Архонт Пустоты
1114	Взрывающийся Тотем
1117	Хранитель
1119	\yellow;Ке-Хеган\blue;
1120	\yellow;Миротворец\blue;
1121	\dgrey;Миротворец (Галлюцинация)
1122	\yellow;Живое Пламя\blue;
1123	\yellow;Визгун\blue;
1124	\yellow;Магмовый Змей\blue;
1125	\yellow;Темный Визжири\blue;
1126	\yellow;Воин Разума\blue;
1127	\yellow;Рыцарь Армагеддона\blue;
1128	\yellow;Призрачный Феникс\blue;
1129	\yellow;Крушитель Стали\blue;
1130	\yellow;Темный Горизонт\blue;
1131	\yellow;Панихида\blue;
1132	\yellow;Архонт Пустоты\blue;
1133	\yellow;Матка\blue;
1134	\yellow;Испорченный Колдун\blue;
1135	\yellow;Детеныш\blue;
1136	\yellow;Темный Чемпион\blue;
1137	\yellow;Темный Чемпион\blue;
1138	\yellow;Распинатель\blue;
1139	\yellow;Бессмертный\blue;
1140	\yellow;Проклятье Хорадримов\blue;
1141	\yellow;Темный Страж\blue;
1142	\yellow;Адская Кошка-Жрица\blue;
1143	\yellow;Адская Кошка\blue;
1144	\yellow;Адская Кошка\blue;
1145	\yellow;Бритвошерстый Титан\blue;
1146	\yellow;Сломленная Душа\blue;
1147	\yellow;Демон Черного Льда\blue;
1148	\yellow;Фантом\blue;
1149	\yellow;Жужжащая Пила\blue;
1150	\yellow;Эдирем\blue;
1151	\yellow;Громик\blue;
1152	\yellow;Штормовой Шаман\blue;
1153	\yellow;Серебряный Тиран\blue;
1154	\yellow;Лорд Ядра\blue;
1155	\yellow;Сын Люциона\blue;
1156	\yellow;Поджигатель Крови\blue;
1157	\yellow;Клан Черепа\blue;
1158	\yellow;Клан Черепа\blue;
1159	\yellow;Кровавый Принц\blue;
1160	\yellow;Черная Смерть\blue;
1161	\yellow;Рыцарь Смерти\blue;
1162	\yellow;Чумной Мертвый Лучник\blue;
1163	\yellow;Чумной Труп\blue;
1164	\yellow;Фетиш-Снайпер\blue;
1165	\yellow;Фетиш-Охотник\blue;
1166	\yellow;Аннигилятор\blue;
1167	\yellow;Ифрит\blue;
1168	\yellow;Шоковая Обезьяна\blue;
1169	Надсмотрщик
1175	Падальщик
1176	\yellow;Кошмар\blue;
1177	\yellow;Игольчатый Медведь\blue;
1178	\yellow;Морозный Хищник\blue;
1179	\yellow;Костодробилка\blue;
1180	\yellow;Сгнивший Лучник\blue;
1181	\yellow;Гниль\blue;
1182	\yellow;Завывающий\blue;
1183	\yellow;Шокирующее Жало\blue;
1184	\yellow;Выкованный Шаман\blue;
1185	\yellow;Бродяга Кровавого Огня\blue;
1186	\yellow;Бродяга Кровавого Огня\blue;
1187	\yellow;Стальношерстый Титан\blue;
1188	\yellow;Хозяин Роя\blue;
1189	\yellow;Сгнивший Маг\blue;
1190	\yellow;Утренняя Звезда\blue;
1191	\yellow;Проклятие Гробниц\blue;
1192	\yellow;Черная Кошка\blue;
1193	\yellow;Измельчитель\blue;
1194	\yellow;Ледяной Клан\blue;
1195	\yellow;Мраморная Лягушка\blue;
1196	\yellow;Падший Священник\blue;
1197	\yellow;Несущий Чуму\blue;
1198	\yellow;Джинн\blue;
