#code	name	class	tab	row	col	image
62	Hades Gate	6	1	5	3	6
63	Hailstorm	-1	0	0	0	148
64	Frozen Orb	-1	0	0	0	228
65	Bloodbath	-1	0	0	0	20
66	Amplify Damage	-1	1	1	2	0
67	Gamma Field	-1	0	0	0	44
68		-1				
69		-1				
70	Raise Skeleton	-1	3	1	3	8
71	Dim Vision	-1	1	2	1	10
72		-1				
73		-1				
74	Corpse Explosion	-1	2	2	2	16
75	Nova Bomb	-1	0	0	0	90
76	Wrath	-1	0	0	0	78
77	Terror	-1	1	3	3	22
78	Javelin Nova	-1	0	0	0	0
79	Immolation Bomb	-1	0	0	0	65
80	Raise Skeletal Mage	-1	3	3	3	28
81	Poison Flash	-1	2	1	2	70
82	Boneyard	-1	2	1	1	116
83	Totembound Guardian	-1	0	0	0	158
84		-1				
85		-1				
86		-1				
87	Decrepify	-1	1	5	3	42
88	Bone Prison	-1	2	5	3	44
89	APF-20 'Maelstrom' MkI	-1	1	3	2	36
90	Iron Golem	2	1	4	3	134
91	Lower Resist	-1	1	6	2	50
92	Veil King Plague Grasp	-1	0	0	0	0
93		-1				
94		-1				
95	Revive	-1	3	6	3	58
96	Bloodlust	-1	0	0	0	19
97	Smite	-1	1	1	3	2
98	Spellbind	-1	3	1	1	50
99	Bloodlust	-1	0	0	0	18
100	Resist Fire	-1	3	1	3	8
101	Parasite	-1	2	2	2	98
102	Barrier Strike	-1	1	3	3	84
103	Thorns	-1	2	2	3	14
104	Ice Lance	-1	0	0	0	87
105	Resist Cold	-1	3	2	3	18
106		-1				
107	Charge	-1	1	3	3	22
108	Hellgate	-1	0	0	0	24
109	Burning Veil	-1	0	0	0	23
110	Resist Lightning	-1	3	3	3	28
111	Fire Fountain	-1	0	0	0	180
112		-1				
113	Concentration	-1	2	4	1	34
114	Mythal	-1	2	4	2	108
115		-1				
116	Detonate	-1	0	0	0	21
117	Balefire	-1	2	2	1	30
118	Hounfor	-1	0	0	0	114
119	Hailstorm	-1	0	0	0	148
120	Gamma Field	-1	0	0	0	44
121	Bloodstorm	-1	2	3	1	34
122	Fanaticism	-1	2	6	1	52
123	Conviction	-1	2	6	3	56
124	Redemption	-1	3	6	2	54
125	Salvation	-1	3	6	3	58
126	Bash	-1	1	1	2	0
127	Twin Fang Strike	-1	1	3	1	92
128	Twin Fang Strike	-1	1	3	1	92
129	Frog Prince	-1	0	0	0	0
130	Frog Prince	-1	0	0	0	0
131	Vindicate	-1	0	0	0	17
132	Leap	-1	1	2	1	12
133	Double Swing	-1	1	2	3	14
134	Seal of Fire	-1	0	0	0	187
135		-1				
136		-1				
137	Taunt	-1	3	2	1	22
138	Shout	-1	3	2	2	24
139	Diseased Cattle	-1	0	0	0	46
140	Double Throw	-1	1	3	3	28
141		-1				
142	Fire Bolt Nova	-1	0	0	0	219
143	Leap Attack	-1	1	4	1	34
144	Slicer Blade	-1	0	0	0	0
145	Fire Cannonade	-1	0	0	0	0
146		-1				
147		-1				
148		-1				
149		-1				
150	Black Lotus Strike	-1	0	0	0	51
151	Whirlwind	-1	1	6	1	50
152		-1				
153	Nova Bomb	-1	0	0	0	90
154	Immolation Bomb	-1	0	0	0	65
155	Cluster Bomb	-1	0	0	0	10
156		-1				
157		-1				
158		-1				
159		-1				
160		-1				
161		-1				
162		-1				
163	Athulua's Wrath	-1	0	0	0	0
164		-1				
165		-1				
166		-1				
167		-1				
168		-1				
169		-1				
170		-1				
171		-1				
172		-1				
173		-1				
174		-1				
175		-1				
176		-1				
177	Prowl	-1	0	0	0	0
178		-1				
179		-1				
180		-1				
181		-1				
182		-1				
183		-1				
184		-1				
185		-1				
186		-1				
187		-1				
188		-1				
189		-1				
190		-1				
191		-1				
192		-1				
193		-1				
194		-1				
195		-1				
196		-1				
197		-1				
198		-1				
199		-1				
200		-1				
201		-1				
202		-1				
203		-1				
204		-1				
205	Flamefront	-1	1	1	1	62
206		-1				
207		-1				
208		-1				
209	Cryo Beam	-1	0	0	0	100
210		-1				
211		-1				
212		-1				
213		-1				
214		-1				
215		-1				
216		-1				
217	Scroll of Identify	-1	0	0	0	2
218	Tome of Identify	-1	0	0	0	2
219	Tome of Townportal	-1	0	0	0	6
220	Tome of Townportal	-1	0	0	0	6
221		-1				
222		-1				
223	Poison Flash	-1	2	1	2	70
224		-1				
225		-1				
226		-1				
227		-1				
228		-1				
229		-1				
230		-1				
231		-1				
232		-1				
233		-1				
234		-1				
235		-1				
236	Lightning Arena	-1	0	0	0	184
237		-1				
238		-1				
239		-1				
240		-1				
241		-1				
242		-1				
243		-1				
244		-1				
245		-1				
246		-1				
247		-1				
248	Time Freeze	-1	0	0	0	0
249		-1				
250	Pestilence	2	2	4	1	122
251		-1				
252		-1				
253		-1				
254		-1				
255		-1				
256	Punisher	-1	0	0	0	69
257		-1				
258		-1				
259		-1				
260		-1				
261		-1				
262	Funeral Pyre	-1	0	0	0	125
263	Punisher	-1	0	0	0	69
264		-1				
265		-1				
266		-1				
267		-1				
268		-1				
269		-1				
270		-1				
271		-1				
272		-1				
273		-1				
274		-1				
275		-1				
276		-1				
277		-1				
278		-1				
279		-1				
280		-1				
281		-1				
282		-1				
283	Flamestrike	-1	1	3	1	4
284	Demon Blood	-1	0	0	0	0
285		-1				
286		-1				
287		-1				
288		-1				
289	Abyss	-1	1	4	3	16
290		-1				
291		-1				
292		-1				
293		-1				
294		-1				
295	Demon Blood	-1	0	0	0	0
296	Demon Blood	-1	0	0	0	0
297	Demon Blood	-1	0	0	0	0
298		-1				
299	Venomous Aura	-1	0	0	0	0
300		-1				
301	Trinity Arrow	0	1	1	1	0
302	Barrage	0	1	2	1	86
303	Phalanx	0	1	3	1	4
304	Wyrmshot	0	1	5	1	66
305	Dragonlore	0	1	4	1	62
306	Moonbeam	0	1	1	2	10
307	Moon Queen	0	1	4	2	60
308	Ricochet	0	1	2	2	14
309	Enfilade	0	1	3	2	16
310	Fairy Ring	0	1	5	2	18
311	Lava Pit	0	2	5	1	68
312	Balefire	0	2	2	1	30
313	Bloodstorm	0	2	3	1	34
314	Magic Missiles	0	2	1	1	36
315	Bacchanalia	0	2	4	1	64
316	Takedown	0	1	1	3	20
317	Hyena Strike	0	1	2	3	74
318	Pounce	0	1	5	3	70
319	Lioness	0	1	4	3	26
320	Great Hunt	0	1	3	3	72
321	Defensive Harmony	0	2	5	3	40
322	Fire Elementals	0	2	2	3	42
323	Balance	0	2	3	3	44
324	Ecstatic Frenzy	0	2	4	3	38
325	Wild and Free	0	2	1	3	48
326	Batstrike	6	1	2	1	0
327	Crucify	6	1	1	1	2
328	Queen of Blades	6	2	3	1	4
329	Tiefling Form	6	2	6	2	86
330	Doom	6	2	5	2	8
331	Way of the Spider	6	2	2	1	10
332	Shadow Refuge	6	1	2	3	12
333	Barrier Strike	6	1	3	3	84
334	Twin Fang Strike	6	1	3	1	92
335	Way of the Phoenix	6	2	4	1	18
336	Subterfuge	6	2	1	3	108
337	Catalyst Trap	6	2	4	3	96
338	Incineration Trap	6	2	2	3	82
339	Shockwave Trap	6	2	3	3	80
340	Singularity	6	2	4	2	56
341	Scorpion Blade	6	1	1	2	30
342	Storm Crows	6	1	2	2	32
343	Wychwind	6	1	4	2	34
344	APF-20 'Maelstrom' MkI	6	1	3	2	36
345	Broadside	6	1	5	2	38
346	Blink	6	2	1	1	40
347	Shuriken Flurry	6	2	1	2	42
348	Laserblade	6	1	4	3	90
349	Psionic Storm	6	2	2	2	76
350	Perfect Being	6	2	5	1	48
351	Earthquake	4	1	1	1	8
352	Blood Hatred	4	1	1	2	2
353	Thunder Slam	4	1	4	2	4
354	Shower of Rocks	4	1	5	2	6
355	Stormblast	4	1	3	1	30
356	Wolf Stance	4	2	5	3	50
357	Lion Stance	4	2	1	3	12
358	Snake Stance	4	2	2	3	14
359	Bear Stance	4	2	3	3	16
360	Eagle Stance	4	2	4	3	18
361	Guardian Spirit	4	2	1	1	20
362	Defender Spirit	4	2	2	1	22
363	Protector Spirit	4	2	3	1	24
364	Gladiator's Dominance	4	3	5	3	88
365	Spirit Walk	4	2	5	1	72
366	Wolf Companion	4	2	1	2	66
367	Ancient Blood	4	2	2	2	10
368	Fortress	4	2	3	2	34
369	Spirit Guide	4	2	4	2	36
370	Mountain King	4	2	5	2	38
371	Bear Claw	4	1	1	3	40
372	Stampede	4	1	2	3	42
373	Rebound	4	1	3	3	44
374	Screaming Eagle	4	1	4	3	46
375	Overkill	4	1	5	3	70
376	Trap Rat Form	5	1	1	2	30
377	Quill Storm	5	1	2	2	92
378	Egg Trap	5	1	3	2	86
379	Ferocity	5	1	4	2	60
380	Thorn Wall	5	1	5	2	98
381	Laughing Ghost	5	2	1	3	110
382	Cascade	5	2	2	3	12
383	Spore Shot	5	2	3	3	14
384	Elfin Weapons	5	2	4	3	16
385	Nova Shot	5	2	5	3	18
386	Elemental	5	2	1	1	20
387	Hunting Banshee	5	2	2	1	22
388	Pagan Rites	5	2	3	1	24
389	Rain of Fire	5	2	4	1	64
390	Freezing Gale	5	2	5	1	104
391	Werebear Morph	5	1	1	1	58
392	Rend	5	1	2	1	90
393	Circle of Life	5	1	4	1	42
394	Wildfire	5	1	3	1	100
395	Idol of Scosglen	5	1	5	1	106
396	Poison Flash	5	2	1	2	70
397	Elvensong	5	2	2	2	84
398	Plague Avatar	5	2	3	2	44
399	Mythal	5	2	4	2	108
400	Acid Fiends	5	2	5	2	48
401	Blood Skeleton	2	1	1	3	130
402	Night Hawks	2	1	2	3	136
403	Abyss Knight	2	1	3	3	126
404		-1				
405	Resurgence	2	1	5	3	138
406	Angel of Death	2	2	4	2	20
407	Sacrifices	2	1	2	2	40
408	Parasite	2	2	2	2	98
409	Carnage	2	2	1	2	84
410	Famine	2	2	3	2	72
411	Death Pact	2	1	3	2	132
412	Death Ward	2	1	5	2	66
413	Widowmaker	2	2	5	3	26
414	Bend the Shadows	-1	0	0	0	248
415	Deathlord	2	2	5	2	80
416	Totemic Mastery	2	1	3	1	142
417	Flametail Shot	2	2	1	3	110
418	Dragonfire Oil	2	2	3	3	106
419	Fragmentation Shot	2	2	4	3	102
420	Soulbond	2	1	5	1	140
421	Frostclaw Totem	2	1	1	1	42
422	Embalming	2	1	1	2	104
423	Stormeye Totem	2	1	2	1	48
424	Bane	2	1	4	2	112
425	Fireheart Totem	2	1	4	1	44
426	Retaliate	3	1	1	1	0
427	Divine Judgment	3	1	2	1	70
428	Plague	3	1	3	1	56
429	Dragonheart	3	1	4	1	98
430	Colosseum	3	1	5	1	80
431	Grim Presence	3	2	1	1	10
432	Possession	3	2	3	1	60
433	Lemures	3	2	2	1	14
434	Blood Thorns	3	2	4	1	16
435	Scourge	3	2	5	2	64
436	Solar Flare	3	1	1	3	100
437	Drakemaw	3	1	2	3	74
438	Frozen Breath	3	1	3	3	66
439	Dragon Wyrms	3	1	5	3	86
440	Incarnation	3	1	4	3	78
441	Tainted Blood	3	2	5	3	30
442	Symphony of Destruction	3	2	2	3	84
443	Mind Flay	3	2	1	3	32
444	Slayer	3	2	3	3	36
445	Stormlord	3	2	4	3	38
446	Vessel of Justice	3	2	1	2	40
447	Rapture	3	1	2	2	42
448	Solstice and Equinox	3	1	3	2	44
449	Sacred Armor	3	1	4	2	46
450	Sanguine Covenant	3	2	5	1	48
451	Flamefront	1	1	1	1	62
452	Living Flame	1	1	2	1	102
453	Flamestrike	1	1	3	1	4
454	Pyroblast	1	1	4	1	68
455	Firedance	1	1	5	1	106
456	Snow Queen	1	1	3	3	110
457	Shatter the Flesh	1	1	2	3	70
458	Frigid Sphere	1	1	1	3	10
459	Abyss	1	1	4	3	16
460	Ice Elementals	1	1	5	3	18
461	Forked Lightning	1	1	1	2	64
462	Thunderstone	1	1	2	2	22
463	Tempest	1	1	3	2	90
464	Warp Armor	1	1	4	2	66
465	Nova Charge	1	1	5	2	72
466	Vengeful Power	1	2	2	1	112
467	Lorenado	1	2	1	1	88
468	Miasma	1	2	3	1	108
469	Arachnomancy	1	2	4	1	82
470	Hive	1	2	5	1	38
471	Moonstrike	1	2	1	3	40
472	Familiar	1	2	2	2	98
473	Arcane Torrent	1	2	3	2	44
474	Mana Sweep	1	2	4	2	46
475	Bladestorm	1	2	5	3	104
476	Unseelie Curse	-1	0	0	0	0
477	Crater	-1	0	0	0	0
478	Spellbind	-1	3	1	1	50
479	Kraken Stance	-1	0	0	0	102
480	Rising Dawn	-1	0	0	0	91
481	Electrobolt	-1	0	0	0	111
482	Flash	-1	0	0	0	62
483		-1				
484		-1				
485	Respawner	-1	0	0	0	0
486	Respawner	-1	0	0	0	0
487	Respawner	-1	0	0	0	0
488	Glacial Nova	-1	0	0	0	36
489	Stormpike	-1	0	0	0	0
490	Werebear Morph	-1	1	1	1	58
491		-1				
492	Arrow	-1	0	0	0	0
493		-1				
494		-1				
495	Energy Beam	-1	0	0	0	133
496	Celerity	-1	0	0	0	0
497		-1				
498	Claw Tornado	-1	0	0	0	83
499		-1				
500	Crucify	-1	1	1	1	2
501	Death of a God	-1	0	0	0	0
502		-1				
503	Energy Beam	-1	0	0	0	133
504		-1				
505		-1				
506		-1				
507	Flurry of Javelins	-1	0	0	0	0
508	Frog Prince	-1	0	0	0	0
509		-1				
510	Gift of Celerity	-1	0	0	0	0
511	Gift of Inner Fire	-1	0	0	0	0
512		-1				
513	Gift of the Wild	-1	0	0	0	101
514	Gift of Vanquishing	-1	0	0	0	113
515	Holy Trap	-1	0	0	0	86
516	Ice Beam	-1	0	0	0	194
517		-1				
518	Fire Splash	-1	0	0	0	0
519		-1				
520		-1				
521	Sun Strike	-1	0	0	0	0
522		-1				
523		-1				
524		-1				
525	Pain Spirit	-1	0	0	0	88
526		-1				
527		-1				
528		-1				
529		-1				
530	Rune of Ice	-1	0	0	0	34
531	Rust Storm	-1	0	0	0	0
532		-1				
533	Slayer Bolt	-1	0	0	0	0
534	Attack	-1	0	0	0	3
535	Spike Nova	-1	0	0	0	0
536		-1				
537	Static Trap	-1	0	0	0	0
538		-1				
539	Gift of Inner Fire	-1	0	0	0	0
540	Thunder Hammer	-1	0	0	0	0
541	Thunder Wave	-1	0	0	0	0
542	Time Strike	-1	0	0	0	74
543		-1				
544		-1				
545		-1				
546	Self Weaken 2	-1	0	0	0	0
547		-1				
548		-1				
549		-1				
550		-1				
551	Dark Summoning	-1	0	0	0	1
552		-1				
553	Punisher	-1	0	0	0	69
554	Gift of Inner Fire	-1	0	0	0	0
555	Azure Orb	-1	0	0	0	228
556	Flamefront	-1	1	1	1	62
557		-1				
558	Time Strike	-1	0	0	0	74
559		-1				
560		-1				
561		-1				
562	Shadow Avatar	-1	0	0	0	120
563	Banish	-1	0	0	0	127
564	Blast Wave	-1	0	0	0	96
565	Demonic Speed	-1	0	0	0	146
566	Fire Cascade	-1	0	0	0	84
567	Frostfire Wave	-1	0	0	0	135
568	Possess	-1	0	0	0	212
569	Raven Flight	-1	0	0	0	118
570	Raven Heart	-1	0	0	0	171
571	Shackles of Ice	-1	0	0	0	200
572	Typhoon Sentry	-1	0	0	0	123
573	Claw Tornado	-1	0	0	0	83
574	Hellgate	-1	0	0	0	24
575		-1				
576		-1				
577		-1				
578		-1				
579	Forked Lightning	-1	0	0	0	0
580	Death Spiral	-1	0	0	0	0
581		-1				
582		-1				
583		-1				
584		-1				
585		-1				
586		-1				
587	Time Wave	-1	0	0	0	138
588	Spellbind	0	3	1	1	50
589	Vampiric Icon	6	3	1	3	58
590	Immortal	4	3	1	1	74
591	Symbiosis	5	3	1	3	74
592	Talon's Hold	2	3	1	1	24
593	Divine Apparition	3	3	1	1	62
594	Symbol of Esu	1	3	1	1	92
595	Shower of Rocks	-1	1	5	2	6
596		-1				
597		-1				
598		-1				
599		-1				
600	Bloodlust	-1	0	0	0	19
601	Curare	0	3	5	1	52
602	Paragon	0	3	5	2	54
603	Spirit of Vengeance	0	3	5	3	56
604	Beacon	6	3	5	1	60
605	Way of the Gryphon	6	3	5	2	54
606		-1				
607	Vine Companion	5	3	5	3	122
608	Runemaster	4	3	5	2	54
609	Shamanic Trance	4	2	4	1	56
610	Force of Nature	5	3	5	1	62
611	Faerie Fire	5	3	5	2	54
612	Tremor	-1	0	0	0	29
613	Jinn	2	3	5	1	146
614	Rathma's Chosen	2	3	5	3	54
615	Veil King	2	3	5	2	148
616	Resurrect	3	3	5	3	52
617	Superbeast	3	3	5	1	54
618	Dragon's Blessing	3	3	5	2	68
619	Chronofield	1	3	5	1	12
620	Witch Blood	1	3	5	2	26
621	Baneblade	1	3	5	3	114
622		-1				
623		-1				
624	Phase Bomb	6	3	5	3	68
625	Time Strike	-1	0	0	0	74
626		-1				
627		-1				
628	Scorpion Blade	-1	1	1	2	30
629	Shadowstorm	-1	0	0	0	0
630		-1				
631	Barrier Strike	-1	1	3	3	84
632	Pentagram	-1	0	0	0	186
633		-1				
634	Ambush	-1	0	0	0	0
635	Guided Chain	-1	0	0	0	79
636	Silver Dart	-1	0	0	0	121
637	Exorcism	-1	0	0	0	134
638		-1				
639		-1				
640		-1				
641		-1				
642	Scattershot	-1	0	0	0	92
643	Overpower	-1	0	0	0	40
644	War Spirit	0	3	1	3	58
645	Psionic Scream	6	2	3	2	24
646	Thundergod	4	3	1	3	60
647	Call Treewarden	-1	0	0	0	54
648	Graveyard	2	3	1	3	68
649	Blessed Life	3	3	1	3	8
650		-1				
651		-1				
652	Golden Calf	-1	0	0	0	192
653		-1				
654	Self Weaken 1	-1	0	0	0	0
655		-1				
656		-1				
657		-1				
658		-1				
659		-1				
660	Force Blast	1	3	1	3	116
661		-1				
662		-1				
663	Bear Claw	-1	1	1	3	40
664	Stampede Nova	-1	0	0	0	0
665		-1				
666	Bloodspeaker's Mark	-1	0	0	0	141
667		-1				
668	Champions of the Sun	-1	0	0	0	142
669	Lightning Shield	-1	0	0	0	168
670	Overlord	-1	0	0	0	122
671		-1				
672		-1				
673		-1				
674		-1				
675		-1				
676	Cherubim	-1	0	0	0	190
677		-1				
678		-1				
679	Thunder Hammer Nova	-1	0	0	0	0
680	Supernova	-1	0	0	0	38
681	Searing Glow	-1	0	0	0	170
682	Brimstone	-1	0	0	0	41
683	Summon Corpse	-1	0	0	0	175
684	Ancients' Hand	-1	0	0	0	139
685	Shadowform	-1	0	0	0	0
686		-1				
687	Dark Power	-1	0	0	0	57
688	Conquest	-1	0	0	0	144
689	Hamstring	-1	0	0	0	167
690	Cautious Strike	-1	0	0	0	55
691	Time Strike	-1	0	0	0	74
692		-1				
693	Sunspear	-1	0	0	0	107
694	Death Coil	-1	0	0	0	60
695	Shadow Blade	-1	0	0	0	73
696		-1				
697	Nightmare	-1	0	0	0	103
698	Vanquish	-1	0	0	0	75
699	Cataclysm	-1	0	0	0	35
700	Glacial Nova	-1	0	0	0	36
701	Ice Whirl	-1	0	0	0	196
702	Glacial Nova	-1	0	0	0	36
703	Frozen Crown	-1	0	0	0	85
704	Lightning Streak	-1	0	0	0	116
705	Vortex	-1	0	0	0	76
706	Mana Coil	-1	0	0	0	68
707	Death Blossom	-1	0	0	0	58
708	Lemures	-1	2	2	1	14
709		-1				
710	Singularity	-1	2	4	2	56
711	Death Shards	-1	0	0	0	59
712	Charm	-1	0	0	0	32
713		-1				
714		-1				
715		-1				
716		-1				
717		-1				
718		-1				
719		-1				
720		-1				
721		-1				
722		-1				
723		-1				
724		-1				
725	Call Darkwarden	-1	0	0	0	0
726		-1				
727		-1				
728		-1				
729		-1				
730		-1				
731		-1				
732		-1				
733	Crater	-1	0	0	0	0
734		-1				
735		-1				
736		-1				
737		-1				
738		-1				
739		-1				
740		-1				
741		-1				
742		-1				
743		-1				
744		-1				
745	Shatterblade	-1	0	0	0	0
746	Blade Barrier	-1	0	0	0	128
747		-1				
748		-1				
749		-1				
750		-1				
751	Cascade	-1	2	2	3	12
752		-1				
753		-1				
754	Thunder Wave	-1	0	0	0	0
755	Thunder Wave	-1	0	0	0	0
756	Moon Queen	-1	1	4	2	60
757	Summon Thunder Bear	-1	0	0	0	155
758	Timefield	-1	0	0	0	159
759		-1				
760	Warp Crash	-1	0	0	0	0
761	Summon Shock Beast	-1	0	0	0	213
762	Beacon	-1	3	5	1	60
763	Mind Control	-1	0	0	0	165
764		-1				
765		-1				
766	Pyroclastic Flow	-1	0	0	0	150
767		-1				
768		-1				
769	Call Dark Nephalem	-1	0	0	0	0
770	Pyroclastic Flow	-1	0	0	0	150
771		-1				
772		-1				
773	Summon Edyrem	-1	0	0	0	4
774	Frigid Sphere	-1	1	1	3	10
775		-1				
776		-1				
777	Blood Flash	-1	0	0	0	52
778		-1				
779	Spike Nova	-1	0	0	0	0
780	Thunder Slam	-1	1	4	2	4
781	Glacial Nova	-1	0	0	0	36
782		-1				
783		-1				
784	Broadside	-1	1	5	2	38
785		-1				
786		-1				
787		-1				
788	Vizjerei Rage	-1	0	0	0	0
789	Apocalypse	-1	0	0	0	33
790	Balance	-1	2	3	3	44
791	Summon Daystar	-1	0	0	0	210
792	Summon Shredder	-1	0	0	0	215
793	Summon Bane Monster	-1	0	0	0	207
794	Superbeast	-1	3	5	1	54
795		-1				
796	Sacrifices	-1	1	2	2	40
797	Dead Wall Totem	-1	0	0	0	80
798	Ice Bolt Nova	-1	0	0	0	195
799		-1				
800	Razor Spines	-1	0	0	0	119
801		-1				
802	Wyrd	-1	0	0	0	206
803	Javelin	-1	0	0	0	0
804	Fortress	-1	2	3	2	34
805	Cold Fear	-1	0	0	0	56
806	Knife Throw	-1	0	0	0	0
807	Flash	-1	0	0	0	62
808		-1				
809	Rune of Fire	-1	0	0	0	70
810		-1				
811	Death Star	-1	0	0	0	0
812	Summon Fallen	-1	0	0	0	176
813	Bolt	-1	0	0	0	0
814	Lifeblood	-1	0	0	0	115
815	Elfin Weapons	-1	2	4	3	16
816	Trinity Nova	-1	0	0	0	220
817	Guard Tower	-1	0	0	0	37
818	Mana Sweep	-1	2	4	2	46
819	Rapture	-1	1	2	2	42
820	Trinity Nova	-1	0	0	0	220
821	Sacrifices	-1	1	2	2	40
822	Greater Charm	-1	0	0	0	32
823	Flash Charm	-1	0	0	0	32
824	Meteor Shower	-1	0	0	0	47
825	Countdown	-1	0	0	0	163
826	Static Lance	-1	0	0	0	225
827	Hunting Banshee	-1	2	2	1	22
828	Winter Avatar	-1	0	0	0	42
829	Jitan's Gate	-1	0	0	0	8
830	Sunburn	-1	0	0	0	156
831	Meteor Shower	-1	0	0	0	47
832	Hammertime	-1	0	0	0	224
833	Bloodstar	-1	0	0	0	53
834	Glacial Nova	-1	0	0	0	36
835	Countdown	-1	0	0	0	163
836	Trinity Beam	-1	0	0	0	0
837	Trinity Beam	-1	0	0	0	0
838		-1				
839	Blood Fury	-1	0	0	0	162
840	Shock Flower	-1	0	0	0	188
841		-1				
842		-1				
843		-1				
844		-1				
845		-1				
846		-1				
847		-1				
848		-1				
849		-1				
850		-1				
851	Elemental	-1	2	1	1	20
852		-1				
853	Gamma Field	-1	0	0	0	44
854		-1				
855	Cow Rush	-1	0	0	0	0
856		-1				
857		-1				
858		-1				
859	Spiral Dance	-1	0	0	0	93
860		-1				
861		-1				
862	Punisher Barrage	-1	0	0	0	0
863	Punisher Barrage	-1	0	0	0	0
864		-1				
865	Flamestrike	-1	1	3	1	4
866	Fire Cannonade	-1	0	0	0	0
867		-1				
868		-1				
869	Fire Cannonade	-1	0	0	0	0
870	Summon Sinner	-1	0	0	0	151
871	Summon Avalanche	-1	0	0	0	160
872	Summon Glowing Fungus	-1	0	0	0	166
873	Rune of Mana	-1	0	0	0	71
874	Bear Claw	-1	1	1	3	40
875		-1				
876	Purify	-1	0	0	0	9
877	Powder Keg	-1	0	0	0	208
878		-1				
879	Lifeshield	5	3	1	1	76
880	Broadside	-1	1	5	2	38
881	Crane Stance	-1	0	0	0	99
882	Powder Keg	-1	0	0	0	208
883	Cone of Cold	-1	0	0	0	178
884	ATMG Sentry	-1	0	0	0	109
885	Patriot Sentry	-1	0	0	0	211
886	Ravage	-1	0	0	0	199
887	Feral Strike	-1	0	0	0	191
888	Thorn Field	-1	0	0	0	157
889	Fowl Fight	-1	0	0	0	181
890	Tantrum	-1	0	0	0	177
891	Gorefest	-1	0	0	0	193
892	Ancients' Hand	-1	0	0	0	139
893	Shamanic Trance	-1	2	4	1	56
894	Call Henchman	-1	0	0	0	217
895	Call Blood Golem	-1	0	0	0	216
896	Call Necrobot	-1	0	0	0	218
897	Rotting Flesh	-1	2	3	1	114
898	Cyclone	-1	0	0	0	222
899	Squall Gust	-1	0	0	0	154
900	Medusa	-1	0	0	0	117
901	Hail of Stones	-1	0	0	0	183
902	Squall Wave	-1	0	0	0	214
903	Arrow Swarm	-1	0	0	0	126
904	Clobber	-1	0	0	0	143
905	Summon Sirens	-1	0	0	0	152
906	Static Ward	-1	0	0	0	203
907		-1				
908		-1				
909		-1				
910		-1				
911	Tremor	-1	0	0	0	29
912	Spike Rush	-1	0	0	0	0
913	Thorn Field	-1	0	0	0	157
914	Punisher	-1	0	0	0	69
915		-1				
916	Supernova	-1	0	0	0	38
917	Pyroblast	-1	1	4	1	68
918		-1				
919	Queen of Blades	-1	2	3	1	4
920	Hunting Banshee	-1	2	2	1	22
921	Lightning Fury	-1	0	0	0	254
922	Pounce	-1	1	5	3	70
923	Lifeblood	-1	0	0	0	115
924	Possess	-1	0	0	0	212
925	Life Spark	-1	0	0	0	0
926	Divine Apparition	-1	3	1	1	62
927	Blast Wave	-1	0	0	0	96
928	Venomous Spirit	-1	0	0	0	94
929		-1				
930	Arrowside	-1	0	0	0	0
931	Arrowside	-1	0	0	0	0
932	Superbeast	-1	3	5	1	54
933		-1				
934		-1				
935		-1				
936	Singularity	-1	2	4	2	56
937	Attack	-1	0	0	0	3
